,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
375,Nokaneng,-19.67,22.27,15.03,33,0,4.28,BW,1596229916
376,Pahrump,36.21,-115.98,43.89,11,0,4.47,US,1596229916
377,Honningsvåg,70.98,25.97,9.0,93,75,3.6,NO,1596229916
378,Okhotsk,59.38,143.3,16.99,58,0,2.88,RU,1596229916
379,Araouane,18.9,-3.53,39.27,14,0,4.53,ML,1596229917
380,Ikom,5.97,8.71,21.49,94,49,0.89,NG,1596229917
381,Calabozo,8.92,-67.43,27.96,86,91,2.14,VE,1596229917
382,Severo-Yeniseyskiy,60.37,93.04,9.21,94,98,1.04,RU,1596229917
383,Kiryat Gat,31.61,34.76,26.11,57,0,0.26,IL,1596229917
384,Vieux Fort,13.72,-60.95,31.0,66,20,6.2,LC,1596229918
385,Seminole,28.71,-81.21,36.67,47,1,2.83,US,1596229918
386,Lagoa,39.05,-27.98,21.0,73,89,5.28,PT,1596229724
387,Henties Bay,-22.12,14.28,23.89,22,0,5.72,NA,1596229918
388,Isangel,-19.55,169.27,24.53,82,20,5.47,VU,1596229918
389,Warrnambool,-38.38,142.48,8.89,80,68,2.68,AU,1596229919
390,Yumen,40.28,97.2,17.58,27,0,4.35,CN,1596229750
391,Salinas,36.68,-121.66,23.33,60,1,5.1,US,1596229807
392,Hvide Sande,56.0,8.13,15.56,80,56,2.91,DK,1596229919
393,Osmeña,10.52,119.93,27.88,80,100,8.07,PH,1596229919
394,Tay Ninh,11.3,106.1,25.74,88,100,3.44,VN,1596229919
395,Arrondissement de Bastia,42.67,9.33,27.22,69,0,3.1,FR,1596229920
396,Moose Factory,51.26,-80.61,24.0,57,1,5.1,CA,1596229920
397,Touho,-20.78,165.23,21.19,80,26,4.53,NC,1596229920
398,Nuevitas,21.55,-77.26,28.0,100,66,3.1,CU,1596229920
399,San,13.3,-4.9,30.71,55,73,3.58,ML,1596229921
400,Mattru,7.62,-11.83,23.35,97,100,1.5,SL,1596229921
401,Neiafu,-18.65,-173.98,24.0,69,40,4.6,TO,1596229921
402,Vila Franca do Campo,37.72,-25.43,22.0,68,40,3.6,PT,1596229921
403,Port Maria,18.37,-76.89,28.89,86,59,1.34,JM,1596229921
404,Sotouboua,8.57,0.98,21.65,95,100,0.73,TG,1596229922
405,Ixtapa,20.7,-105.2,31.67,66,75,4.6,MX,1596229922
406,Ancud,-41.87,-73.82,10.0,87,90,6.2,CL,1596229922
407,Marzuq,14.4,46.47,26.58,61,95,2.32,YE,1596229728
408,Lamlash,55.53,-5.13,17.0,93,40,2.1,GB,1596229923
409,Havøysund,71.0,24.66,10.0,87,45,2.1,NO,1596229923
410,Geraldton,-28.77,114.6,9.0,87,1,2.1,AU,1596229923
411,Chapais,49.78,-74.85,26.0,47,1,3.1,CA,1596229924
412,Beringovskiy,63.05,179.32,11.0,68,76,2.41,RU,1596229924
413,Norman Wells,65.28,-126.83,26.0,47,20,3.1,CA,1596229924
414,Santa Cruz,30.42,-9.6,23.0,78,34,3.1,MA,1596229925
415,Nicoya,10.15,-85.45,33.0,75,100,4.1,CR,1596229926
416,Hamilton,39.18,-84.53,28.0,65,90,2.1,US,1596229926
417,Acapulco de Juárez,16.86,-99.89,31.0,66,75,3.1,MX,1596229926
418,Berdigestyakh,62.1,126.7,13.15,60,0,2.6,RU,1596229926
419,Kaseda-shirakame,31.42,130.32,22.0,100,75,1.5,JP,1596229927
420,Mana,5.66,-53.78,27.52,80,97,1.49,GF,1596229927
421,Parfino,57.97,31.65,12.54,95,100,4.85,RU,1596229927
422,Bull Savanna,17.89,-77.59,28.45,73,93,1.7,JM,1596229927
423,Omboué,-1.57,9.26,22.83,80,24,3.83,GA,1596229927
424,Luwuk,-0.95,122.79,24.66,80,100,2.62,ID,1596229927
425,Hong Kong,22.29,114.16,27.78,83,100,8.94,HK,1596229809
426,Port Lincoln,-34.73,135.87,13.18,47,41,7.46,AU,1596229928
427,Kapit,2.02,112.93,23.29,89,100,0.44,MY,1596229928
428,Sumbuya,7.65,-11.96,23.55,96,100,1.53,SL,1596229928
429,Novy Urengoy,66.08,76.63,11.18,81,90,3.11,RU,1596229901
430,Flinders,-34.58,150.86,6.67,88,48,0.45,AU,1596229929
431,Christchurch,-43.53,172.63,11.67,93,100,4.6,NZ,1596229857
432,Maharagama,6.85,79.93,28.0,78,40,4.1,LK,1596229929
433,Phalaborwa,-23.94,31.14,16.0,63,0,1.0,ZA,1596229929
434,Algiers,36.75,3.04,27.0,83,0,1.0,DZ,1596229929
435,Great Bend,38.36,-98.76,27.78,57,40,4.6,US,1596229929
436,Bariloche,-41.15,-71.31,8.0,42,75,1.96,AR,1596229903
437,Jianning,27.83,113.15,28.0,94,0,2.11,CN,1596229930
438,Irbeyskoye,55.64,95.45,13.98,79,90,2.41,RU,1596229930
439,Doha,25.29,51.53,35.56,71,5,1.5,QA,1596229918
440,Río Gallegos,-51.62,-69.22,3.0,86,75,4.1,AR,1596229930
441,Straumen,63.87,11.3,16.0,87,90,2.6,NO,1596229931
442,Lumphat,13.49,106.98,23.18,98,100,3.04,KH,1596229931
443,Halden,59.12,11.39,18.89,77,40,2.6,NO,1596229931
444,Bukama,-9.2,25.85,23.2,39,68,1.5,CD,1596229931
445,La Palma,33.85,-118.05,37.22,31,1,3.1,US,1596229931
446,Ţaga,46.95,24.05,21.11,68,13,2.1,RO,1596229932
447,Gijón,43.54,-5.66,21.11,88,40,2.1,ES,1596229932
448,San Rafael,-34.62,-68.33,15.58,31,89,5.59,AR,1596229733
449,Selma,36.57,-119.61,36.0,34,1,3.25,US,1596229932
450,Teahupoo,-17.83,-149.27,28.0,69,75,4.6,PF,1596229933
451,Los Llanos de Aridane,28.66,-17.92,23.0,73,90,5.7,ES,1596229769
452,Inongo,-1.95,18.27,23.9,63,1,2.83,CD,1596229933
453,Samarai,-10.62,150.67,24.0,72,88,7.25,PG,1596229933
454,Jaumave,23.42,-99.38,34.0,38,5,9.3,MX,1596229933
455,Quatre Cocos,-20.21,57.76,22.0,83,40,3.6,MU,1596229934
456,Måløy,61.94,5.11,18.0,87,72,2.1,NO,1596229934
457,Pochutla,15.74,-96.47,34.44,49,20,4.1,MX,1596229934
458,Karasjok,69.47,25.51,10.0,93,90,2.1,NO,1596229934
459,La Tuque,47.43,-72.78,21.38,83,72,3.03,CA,1596229934
460,Basoko,1.24,23.62,25.02,70,33,0.25,CD,1596229935
461,Omsukchan,62.53,155.8,10.82,66,9,4.69,RU,1596229935
462,Kimberley,-28.73,24.76,5.0,32,0,0.5,ZA,1596229935
463,San Remigio,11.08,123.94,25.8,86,100,1.89,PH,1596229935
464,Kroya,-7.63,109.25,22.53,89,100,1.77,ID,1596229935
465,Cherskiy,68.75,161.3,6.33,80,100,3.46,RU,1596229935
466,Peleduy,59.63,112.74,16.11,77,100,5.13,RU,1596229935
467,Olkhovka,53.21,60.61,17.55,80,83,4.07,RU,1596229936
468,Tura,25.52,90.22,23.84,91,73,1.1,IN,1596229936
469,Emmen,52.78,6.91,22.22,64,0,1.5,NL,1596229936
470,Porto-Novo,6.5,2.6,24.14,84,97,4.11,BJ,1596229772
471,Katangli,51.71,143.23,12.45,85,81,6.13,RU,1596229936
472,Manacapuru,-3.3,-60.62,34.0,38,34,3.1,BR,1596229936
473,Kaeo,-35.1,173.78,13.33,3,100,3.13,NZ,1596229937
474,Luwingu,-10.26,29.93,16.56,47,36,2.86,ZM,1596229937
475,Pouébo,-20.4,164.57,20.49,80,32,4.19,NC,1596229937
476,Karpathos,35.51,27.21,25.0,78,0,9.3,GR,1596229812
477,Eidsvåg,62.78,8.07,16.0,87,100,2.1,NO,1596229937
478,San Cristobal,7.77,-72.22,34.0,41,40,10.3,VE,1596229938
479,Launceston,-41.45,147.17,8.89,100,75,3.6,AU,1596229704
480,College,64.86,-147.8,22.22,60,75,0.94,US,1596229703
481,Ribeira Brava,32.65,-17.07,22.0,73,20,4.6,PT,1596229938
482,Half Moon Bay,37.46,-122.43,25.56,87,90,6.2,US,1596229649
483,Santa Cruz de Barahona,18.21,-71.1,28.0,94,75,4.1,DO,1596229939
484,Umluj,25.02,37.27,30.0,75,32,0.81,SA,1596229939
485,Lorengau,-2.02,147.27,28.2,78,30,3.5,PG,1596229771
486,Yangi Marg`ilon,40.43,71.72,25.0,44,15,3.1,UZ,1596229940
487,São João da Barra,-21.64,-41.05,22.0,77,80,5.48,BR,1596229940
488,Chumikan,54.72,135.31,11.37,95,100,9.42,RU,1596229940
489,Zhangjiakou,40.81,114.88,20.38,79,0,1.3,CN,1596229940
490,Kushālnagar,12.46,75.96,20.75,94,100,2.01,IN,1596229941
491,Bereda,43.27,-7.54,20.56,85,100,1.34,ES,1596229699
492,Grasse,43.67,6.92,25.0,83,0,1.0,FR,1596229941
493,Eichenzell,50.49,9.7,21.67,61,0,0.89,DE,1596229941
494,Progreso,21.28,-89.67,32.78,59,75,4.6,MX,1596229941
495,Nome,64.5,-165.41,15.0,87,90,3.6,US,1596229697
496,Kendari,-3.94,122.5,21.95,92,97,1.85,ID,1596229942
497,Madang,-5.22,145.8,25.62,90,98,1.6,PG,1596229942
498,Tabuk,17.42,121.44,23.26,88,100,0.52,PH,1596229942
499,San Patricio,19.22,-104.7,31.0,74,40,5.1,MX,1596229942
500,Guerrero Negro,27.98,-114.06,31.24,42,0,6.49,MX,1596229942
501,Ankazoabo,-22.28,44.52,16.9,61,0,5.24,MG,1596229943
502,Port Pirie,-33.18,138.02,5.0,75,0,3.6,AU,1596229943
503,Almaznyy,48.04,40.05,20.0,94,40,2.0,RU,1596229748
504,La Ronge,55.1,-105.28,25.0,44,40,6.2,CA,1596229923
505,Volgodonsk,47.51,42.15,21.76,77,90,2.03,RU,1596229943
506,Gimli,50.63,-96.99,25.56,99,77,3.13,CA,1596229944
507,Rafaela,-31.25,-61.49,19.44,24,0,0.89,AR,1596229944
508,Avera,33.19,-82.53,36.0,44,40,5.1,US,1596229944
509,Atlantic City,39.36,-74.42,26.0,78,90,4.31,US,1596229823
510,Sozopol,42.42,27.7,25.0,83,20,3.6,BG,1596229944
511,Cape Coast,5.11,-1.25,23.56,87,89,4.78,GH,1596229945
512,Asău,46.43,26.4,17.78,88,64,0.65,RO,1596229945
513,La Maddalena,41.21,9.41,29.0,54,0,1.5,IT,1596229945
514,Kahului,20.89,-156.47,31.0,40,20,9.3,US,1596229730
515,Borzna,51.25,32.43,13.15,85,19,1.91,UA,1596229946
516,Zeya,53.75,127.27,18.15,92,98,1.75,RU,1596229771
517,Vila Velha,-20.33,-40.29,23.89,73,75,6.2,BR,1596229778
518,Maribo,54.78,11.5,16.11,84,0,0.83,DK,1596229946
519,Destin,30.39,-86.5,32.78,62,1,2.6,US,1596229675
520,Kedrovyy,56.17,91.82,13.0,93,90,0.94,RU,1596229947
521,Gīdolē,5.65,37.37,14.84,90,100,1.33,ET,1596229947
522,Saint-François,46.42,3.91,23.0,73,97,3.1,FR,1596229947
523,Ampanihy,-24.7,44.75,17.14,82,85,4.22,MG,1596229947
524,Udachny,66.42,112.4,12.0,66,0,2.0,RU,1596229947
525,Nishihara,26.18,127.76,28.0,83,40,3.1,JP,1596229947
526,Bonthe,7.53,-12.51,24.88,89,100,3.06,SL,1596229948
527,Sholokhove,47.69,34.03,18.09,84,100,3.66,UA,1596229948
528,Zalegoshch',52.9,36.89,12.5,89,63,3.35,RU,1596229948
529,Iwaki,37.05,140.88,23.33,96,3,1.64,JP,1596229948
530,Kyzyl-Suu,42.34,78.0,14.3,82,100,0.96,KG,1596229948
531,Thomaston,32.89,-84.33,31.67,70,1,5.1,US,1596229949
532,Ereymentau,51.62,73.1,18.11,75,30,0.9,KZ,1596229949
533,Verkhoyansk,67.54,133.38,14.37,55,0,1.26,RU,1596229949
534,Abu Dhabi,24.47,54.37,35.0,71,40,2.6,AE,1596229949
535,Kloulklubed,7.04,134.26,26.0,88,75,5.2,PW,1596229949
536,Mahajanga,-15.72,46.32,23.67,65,22,5.78,MG,1596229949
537,Mardin,37.31,40.74,28.0,34,0,2.1,TR,1596229950
538,Bubaque,11.28,-15.83,27.0,81,96,6.41,GW,1596229950
539,Djambala,-2.54,14.75,25.41,50,83,1.56,CG,1596229950
540,Bandar-e Lengeh,26.56,54.88,34.0,71,67,4.1,IR,1596229950
541,Broome,42.25,-75.83,28.33,44,20,4.1,US,1596229951
542,Lüderitz,-26.65,15.16,24.0,19,0,3.6,NA,1596229951
543,Kholodnyy,62.72,147.95,9.79,60,79,1.42,RU,1596229951
544,Bolivar,37.61,-93.41,21.11,94,100,7.84,US,1596229785
545,Zuwārah,32.93,12.08,26.57,72,0,5.17,LY,1596229951
546,Oyón,-10.67,-76.77,15.87,31,10,2.35,PE,1596229951
547,Emirdağ,39.02,31.15,21.18,48,0,1.56,TR,1596229952
548,Sibu,2.3,111.82,24.0,88,20,1.5,MY,1596229952
549,Sakakah,29.97,40.21,36.0,8,0,6.2,SA,1596229952
550,Ottawa,45.41,-75.7,29.0,39,40,3.1,CA,1596229530
551,Nago,26.59,127.98,28.0,88,20,2.6,JP,1596229952
552,Eyemouth,55.87,-2.09,18.89,70,100,2.24,GB,1596229952
553,Port Hardy,50.7,-127.42,18.0,77,40,3.1,CA,1596229870
554,Coahuayana Viejo,18.73,-103.68,27.0,78,75,5.1,MX,1596229953
555,Esmeraldas,-19.76,-44.31,23.0,64,40,6.2,BR,1596229953
556,Huilong,31.81,121.66,28.89,88,99,0.45,CN,1596229953
557,Constitución,-35.33,-72.42,13.26,70,100,1.21,CL,1596229953
558,Volosovo,59.43,29.48,15.0,67,10,5.0,RU,1596229954
559,Labuhan,-6.88,112.21,23.68,80,62,4.29,ID,1596229954
560,Yanam,16.73,82.22,27.46,86,91,1.16,IN,1596229954
561,Hammerfest,70.66,23.68,10.0,87,0,2.1,NO,1596229781
562,Spring Valley,36.11,-115.25,44.44,11,20,4.1,US,1596229954
563,Goderich,43.75,-81.72,26.11,72,2,6.66,CA,1596229954
564,Caxito,-8.58,13.66,21.0,88,20,2.6,AO,1596229955
565,Aklavik,68.22,-135.01,20.0,64,5,5.1,CA,1596229756
566,Tiznit Province,29.58,-9.5,26.44,53,63,0.87,MA,1596229955
567,Oytal,42.91,73.27,21.61,49,100,1.31,KZ,1596229955
568,Preston,53.77,-2.72,20.0,93,20,4.6,GB,1596229955
569,Ilulissat,69.22,-51.1,10.0,61,100,7.7,GL,1596229730
